caption, comment, image
現状1, 木部外壁板の劣化が進んで割れ剥がれ等が発生しています。, ta1.jpg
現状2, 西側の木部と塗装劣化が見られます。, ta2.jpg
木部外壁の現状3, , ta3.jpg
現状4, 東側の木部の拡大, ta4.jpg
防水シート貼り, 防水シートを貼って雨の侵入を防ぎ板金を貼ります。, ta5.jpg
板金貼り工事2, 木部の傷んだ部分だけをメンテを考えて板金の貼替え補修。, ta6.jpg
板金貼り3, , ta7.jpg
板金貼り4, , ta8.jpg
板金工事完了1, 木部の傷んだ部分だけ美観を考えて板金貼替え補修にしました。, ta9.jpg
板金貼替完成2, , ta10.jpg
板金貼替完成3, , ta11.jpg
