caption, comment, image
全景, , kw1.jpg
足場組, , kw2.jpg
現状1, , kw3.jpg
現状2, , kw4.jpg
現状3, , kw5.jpg
大屋根の現状, , kw6.jpg
高圧洗浄1, シート張り, kw7.jpg
高圧洗浄2, , kw8.jpg
高圧洗浄3, 洗浄直後, kw9.jpg
高圧洗浄4, 乾燥後の洗浄の状態, kw10.jpg
高圧洗浄5, 樋の溝も綺麗に洗浄, kw11.jpg
洗浄後の大屋根1, , kw12.jpg
洗浄後の大屋根2, , kw13.jpg
下塗り1, , kw14.jpg
下塗り2, , kw15.jpg
中塗り1, , kw16.jpg
中塗り2, , kw17.jpg
中塗り3, , kw18.jpg
中塗り4, , kw19.jpg
中塗り5, , kw20.jpg
上塗り1, , kw22.jpg
上塗り2, , kw24.jpg
上塗り3, , kw23.jpg
上塗り完成4, , kw21.jpg
