caption, comment, image
現状, 玄関ホール, m02.jpg
玄関ホール, 框入れ, m05.jpg
玄関ホール, 床貼り, m15.jpg
玄関ホール完成, , m14.jpg
現状, ポリカ屋根, m04.jpg
ポリカ屋根現状, , m07_1.jpg
取り外し, , m06.jpg
新品取付け, ポリカ屋根, m08.jpg
入替, , m09.jpg
貼替完了, , m10.jpg
貼替完成, , m11.jpg
全景1, , m12.jpg
全景2, , m13.jpg
トイレ現状, , m10_1.jpg
トイレ入替, , m07.jpg
トイレ入替完了, , m16.jpg
