caption, comment, image
南面の防水塗装1, ,ht1.jpg
南面の防水塗装2, ,ht2.jpg
南側の防水塗装3, ,ht3.jpg
南側の防水塗装4, ,ht4.jpg
南面ベランダ外壁, ,ht5.jpg
北面ベランダ内壁, ,ht6.jpg
ベランダ南面内壁, ,ht7.jpg
二階 南面塗装完了, ,ht8.jpg
ベランダ, ,ht9.jpg
足場外しへ, ,ht10.jpg
足場外し, ,ht11.jpg
完成1, ,ht13.jpg
完成2, ,ht15.jpg
完成3, ,ht14.jpg
完成2, ,ht12.jpg
