caption, comment, image
木デッキ現状１ ,,yd1
現状２ ,,yd2
現状3 ,,yd3
現状4,,yd4
現状5,,yd5
デッキ柱の現状 ,,yd7
仕上げ塗り1,,yd18
床・手摺り入替え ,,yd16
床・手摺り入替 ,,yd15
手摺り取替え,,yd17
床の入替え,,yd19
塗装して完成1,,yd20
塗装して完成2,,yd21
笠木を入れて完成1,,yd24
完成2,,yd22
完成3,,yd23
