caption, comment, image
現状1, , 11s2.jpg
現状2, , 11s3.jpg
現状3, , 11s4.jpg
玄関化粧桁塗装, , 11s5.jpg
玄関桁塗装1, , 11s6.jpg
玄関柱ペーパー掛け, , 11s7.jpg
玄関・柱塗装, , 11s7_1.jpg
柱の塗装, , 11s7_2.jpg
竹垣の設置, , 11s7_3.jpg
竹垣完成, , 11s7_4.jpg
竹垣完成　, , 11s7_5.jpg
玄関引戸の設置, 既存の玄関の撤去, 11s9.jpg
サッシ枠の取付, , 11s10.jpg
レールの取付, , 11s11.jpg
床張替の養生, , 11s12.jpg
玄関取付, 内部から見た写真, 11s15.jpg
玄関完成, 全景, 11s14.jpg
