caption, comment, image
現状１ ,,ume1
既存下地剥がし,,ume2
剥がし2 ,,ume3
現状4,,ume4
下地の現状,,ume5
下地補強 ,,ume6
仕上げ塗り1,,ume7
コンパネ貼り1 ,,ume8
コンパネ貼り2,,ume9
手摺り取替え,,ume10
シーリング貼り,,ume11
ブルーシート養生1,板金工事まで養生,  ume12
シート止め2,,ume13
屋根の掃除,,ume14
板金設置工事 (9/26),,ume15
水切り設置 ,,ume16
破風面処理 ,,ume17
破風面板金処理 ,,ume18
水切り処理 1,,ume19
水切り処理 2,,ume28
樋接地部処理 ,,ume20
雪止め設置板金処理 ,,ume21
雪止め設置板金処理2 ,,ume22
コーキング処理処理 ,,ume23
完成 全景 ,,ume24
